policy,symbol,symbol_name,raw_symbols,candidate_ids,condition_name,candidate_role,join_key,join_status,would_buy,baseline_allowed,best_timestamp,last_evaluated_at,capture_price,current_price,pullback_pct,return_pct,trade_strength,volume_ratio,spread_rate,is_above_vwap,one_min_reversal,upper_wick_ratio,time_policy_reason_code,block_reason,missing_momentum_reason
pullback_0p5,000370,한화손해보험,000370,892eef91888540c2aa7dea3db486f709,단테떡상이_수정,trading,892eef91888540c2aa7dea3db486f709,candidate_id,False,False,2026-05-14 14:11:14,2026-05-14 14:13:34,6870,6830,0.005822416302765648,-0.005822416302765698,155.66,0.00376516860973146,0.0029282576866764276,False,True,0.07462686567164178,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_0p8,000370,한화손해보험,000370,892eef91888540c2aa7dea3db486f709,단테떡상이_수정,trading,892eef91888540c2aa7dea3db486f709,candidate_id,False,False,2026-05-14 14:11:14,2026-05-14 14:13:34,6870,6830,0.005822416302765648,-0.005822416302765698,155.66,0.00376516860973146,0.0029282576866764276,False,True,0.07462686567164178,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_1p0,000370,한화손해보험,000370,892eef91888540c2aa7dea3db486f709,단테떡상이_수정,trading,892eef91888540c2aa7dea3db486f709,candidate_id,False,False,2026-05-14 14:11:14,2026-05-14 14:13:34,6870,6830,0.005822416302765648,-0.005822416302765698,155.66,0.00376516860973146,0.0029282576866764276,False,True,0.07462686567164178,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_1p5,000370,한화손해보험,000370,892eef91888540c2aa7dea3db486f709,단테떡상이_수정,trading,892eef91888540c2aa7dea3db486f709,candidate_id,False,False,2026-05-14 14:11:14,2026-05-14 14:13:34,6870,6830,0.005822416302765648,-0.005822416302765698,155.66,0.00376516860973146,0.0029282576866764276,False,True,0.07462686567164178,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
breakout_small,000370,한화손해보험,000370,892eef91888540c2aa7dea3db486f709,단테떡상이_수정,trading,892eef91888540c2aa7dea3db486f709,candidate_id,False,False,2026-05-14 14:11:14,2026-05-14 14:13:34,6870,6830,0.005822416302765648,-0.005822416302765698,155.66,0.00376516860973146,0.0029282576866764276,False,True,0.07462686567164178,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_0p5,000720,현대건설,000720,1beb729385b14f93b0432e622abed3e4,단테떡상이_수정,,1beb729385b14f93b0432e622abed3e4,candidate_id,False,False,2026-05-14 09:03:12,2026-05-14 09:06:03,166500,167700,-0.007207207207207207,0.007207207207207134,375.33,0.3227999003594178,0.0005963029218843172,True,True,0.028169014084507043,ALLOW_ENTRY,volume_ratio_lt_1p2,
pullback_0p8,000720,현대건설,000720,1beb729385b14f93b0432e622abed3e4,단테떡상이_수정,,1beb729385b14f93b0432e622abed3e4,candidate_id,False,False,2026-05-14 09:03:12,2026-05-14 09:06:03,166500,167700,-0.007207207207207207,0.007207207207207134,375.33,0.3227999003594178,0.0005963029218843172,True,True,0.028169014084507043,ALLOW_ENTRY,volume_ratio_lt_1p2,
pullback_1p0,000720,현대건설,000720,1beb729385b14f93b0432e622abed3e4,단테떡상이_수정,,1beb729385b14f93b0432e622abed3e4,candidate_id,False,False,2026-05-14 09:03:12,2026-05-14 09:06:03,166500,167700,-0.007207207207207207,0.007207207207207134,375.33,0.3227999003594178,0.0005963029218843172,True,True,0.028169014084507043,ALLOW_ENTRY,volume_ratio_lt_1p2,
pullback_1p5,000720,현대건설,000720,1beb729385b14f93b0432e622abed3e4,단테떡상이_수정,,1beb729385b14f93b0432e622abed3e4,candidate_id,False,False,2026-05-14 09:03:12,2026-05-14 09:06:03,166500,167700,-0.007207207207207207,0.007207207207207134,375.33,0.3227999003594178,0.0005963029218843172,True,True,0.028169014084507043,ALLOW_ENTRY,volume_ratio_lt_1p2,
breakout_small,000720,현대건설,000720,1beb729385b14f93b0432e622abed3e4,단테떡상이_수정,,1beb729385b14f93b0432e622abed3e4,candidate_id,False,False,2026-05-14 09:03:12,2026-05-14 09:06:03,166500,167700,-0.007207207207207207,0.007207207207207134,375.33,0.3227999003594178,0.0005963029218843172,True,True,0.028169014084507043,ALLOW_ENTRY,volume_ratio_lt_1p2,
pullback_0p5,0007J0,인벤테라,0007J0,88e444a4d6a343ab907cf6a472e57334,단테떡상이_수정,,88e444a4d6a343ab907cf6a472e57334,candidate_id,False,False,2026-05-14 09:59:47,2026-05-14 10:00:15,20150,19900,0.01240694789081886,-0.012406947890818865,119.55,0.03361272008899459,0.007537688442211055,True,True,0.2459016393442623,ALLOW_ENTRY,spread_too_wide,
pullback_0p8,0007J0,인벤테라,0007J0,88e444a4d6a343ab907cf6a472e57334,단테떡상이_수정,,88e444a4d6a343ab907cf6a472e57334,candidate_id,False,False,2026-05-14 09:59:47,2026-05-14 10:00:15,20150,19900,0.01240694789081886,-0.012406947890818865,119.55,0.03361272008899459,0.007537688442211055,True,True,0.2459016393442623,ALLOW_ENTRY,spread_too_wide,
pullback_1p0,0007J0,인벤테라,0007J0,88e444a4d6a343ab907cf6a472e57334,단테떡상이_수정,,88e444a4d6a343ab907cf6a472e57334,candidate_id,False,False,2026-05-14 09:59:47,2026-05-14 10:00:15,20150,19900,0.01240694789081886,-0.012406947890818865,119.55,0.03361272008899459,0.007537688442211055,True,True,0.2459016393442623,ALLOW_ENTRY,spread_too_wide,
pullback_1p5,0007J0,인벤테라,0007J0,88e444a4d6a343ab907cf6a472e57334,단테떡상이_수정,,88e444a4d6a343ab907cf6a472e57334,candidate_id,False,False,2026-05-14 09:59:47,2026-05-14 10:00:15,20150,19900,0.01240694789081886,-0.012406947890818865,119.55,0.03361272008899459,0.007537688442211055,True,True,0.2459016393442623,ALLOW_ENTRY,spread_too_wide,
breakout_small,0007J0,인벤테라,0007J0,88e444a4d6a343ab907cf6a472e57334,단테떡상이_수정,,88e444a4d6a343ab907cf6a472e57334,candidate_id,False,False,2026-05-14 09:59:47,2026-05-14 10:00:15,20150,19900,0.01240694789081886,-0.012406947890818865,119.55,0.03361272008899459,0.007537688442211055,True,True,0.2459016393442623,ALLOW_ENTRY,spread_too_wide,
pullback_0p5,001040,CJ,001040,63756aa7080e473f87b16e0379baf09f,단테떡상이_수정,trading,63756aa7080e473f87b16e0379baf09f,candidate_id,False,False,2026-05-14 13:33:53,2026-05-14 13:42:36,212500,212500,0.0,0.0,117.78,3.387935561465621e-05,0.002352941176470588,False,True,0.03125,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_0p8,001040,CJ,001040,63756aa7080e473f87b16e0379baf09f,단테떡상이_수정,trading,63756aa7080e473f87b16e0379baf09f,candidate_id,False,False,2026-05-14 13:33:53,2026-05-14 13:42:36,212500,212500,0.0,0.0,117.78,3.387935561465621e-05,0.002352941176470588,False,True,0.03125,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_1p0,001040,CJ,001040,63756aa7080e473f87b16e0379baf09f,단테떡상이_수정,trading,63756aa7080e473f87b16e0379baf09f,candidate_id,False,False,2026-05-14 13:33:53,2026-05-14 13:42:36,212500,212500,0.0,0.0,117.78,3.387935561465621e-05,0.002352941176470588,False,True,0.03125,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_1p5,001040,CJ,001040,63756aa7080e473f87b16e0379baf09f,단테떡상이_수정,trading,63756aa7080e473f87b16e0379baf09f,candidate_id,False,False,2026-05-14 13:33:53,2026-05-14 13:42:36,212500,212500,0.0,0.0,117.78,3.387935561465621e-05,0.002352941176470588,False,True,0.03125,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
breakout_small,001040,CJ,001040,63756aa7080e473f87b16e0379baf09f,단테떡상이_수정,trading,63756aa7080e473f87b16e0379baf09f,candidate_id,False,False,2026-05-14 13:33:53,2026-05-14 13:42:36,212500,212500,0.0,0.0,117.78,3.387935561465621e-05,0.002352941176470588,False,True,0.03125,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_0p5,001060,JW중외제약,001060,,단테떡상이_수정,analysis_only,001060,symbol,False,False,,,,,0.0,,0.0,0.0,0.0,,,0.0,,missing_momentum_log,analysis_only_not_registered
pullback_0p8,001060,JW중외제약,001060,,단테떡상이_수정,analysis_only,001060,symbol,False,False,,,,,0.0,,0.0,0.0,0.0,,,0.0,,missing_momentum_log,analysis_only_not_registered
pullback_1p0,001060,JW중외제약,001060,,단테떡상이_수정,analysis_only,001060,symbol,False,False,,,,,0.0,,0.0,0.0,0.0,,,0.0,,missing_momentum_log,analysis_only_not_registered
pullback_1p5,001060,JW중외제약,001060,,단테떡상이_수정,analysis_only,001060,symbol,False,False,,,,,0.0,,0.0,0.0,0.0,,,0.0,,missing_momentum_log,analysis_only_not_registered
breakout_small,001060,JW중외제약,001060,,단테떡상이_수정,analysis_only,001060,symbol,False,False,,,,,0.0,,0.0,0.0,0.0,,,0.0,,missing_momentum_log,analysis_only_not_registered
pullback_0p5,0011T0,채비,0011T0,0ec36eeafd94470e972bf60d026c05eb,단테떡상이_수정,,0ec36eeafd94470e972bf60d026c05eb,candidate_id,False,False,2026-05-14 09:03:14,2026-05-14 09:06:02,17620,17280,0.019296254256526674,-0.0192962542565267,142.52,0.08772190273784224,0.003472222222222222,False,True,0.7045454545454546,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_0p8,0011T0,채비,0011T0,0ec36eeafd94470e972bf60d026c05eb,단테떡상이_수정,,0ec36eeafd94470e972bf60d026c05eb,candidate_id,False,False,2026-05-14 09:03:14,2026-05-14 09:06:02,17620,17280,0.019296254256526674,-0.0192962542565267,142.52,0.08772190273784224,0.003472222222222222,False,True,0.7045454545454546,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_1p0,0011T0,채비,0011T0,0ec36eeafd94470e972bf60d026c05eb,단테떡상이_수정,,0ec36eeafd94470e972bf60d026c05eb,candidate_id,False,False,2026-05-14 09:03:14,2026-05-14 09:06:02,17620,17280,0.019296254256526674,-0.0192962542565267,142.52,0.08772190273784224,0.003472222222222222,False,True,0.7045454545454546,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_1p5,0011T0,채비,0011T0,0ec36eeafd94470e972bf60d026c05eb,단테떡상이_수정,,0ec36eeafd94470e972bf60d026c05eb,candidate_id,False,False,2026-05-14 09:03:14,2026-05-14 09:06:02,17620,17280,0.019296254256526674,-0.0192962542565267,142.52,0.08772190273784224,0.003472222222222222,False,True,0.7045454545454546,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
breakout_small,0011T0,채비,0011T0,0ec36eeafd94470e972bf60d026c05eb,단테떡상이_수정,,0ec36eeafd94470e972bf60d026c05eb,candidate_id,False,False,2026-05-14 09:03:14,2026-05-14 09:06:02,17620,17280,0.019296254256526674,-0.0192962542565267,142.52,0.08772190273784224,0.003472222222222222,False,True,0.7045454545454546,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_0p5,001200,유진투자증권,001200,4c807127b0774d838ea8799a955838e6,단테떡상이_수정,,4c807127b0774d838ea8799a955838e6,candidate_id,False,False,2026-05-14 09:39:22,2026-05-14 09:42:11,6140,6130,0.0016286644951140066,-0.0016286644951140072,251.54,0.009095006455389578,0.0032626427406199023,False,True,0.06666666666666667,ALLOW_ENTRY,WAIT_RECLAIM_VWAP,
pullback_0p8,001200,유진투자증권,001200,4c807127b0774d838ea8799a955838e6,단테떡상이_수정,,4c807127b0774d838ea8799a955838e6,candidate_id,False,False,2026-05-14 09:39:22,2026-05-14 09:42:11,6140,6130,0.0016286644951140066,-0.0016286644951140072,251.54,0.009095006455389578,0.0032626427406199023,False,True,0.06666666666666667,ALLOW_ENTRY,WAIT_RECLAIM_VWAP,
pullback_1p0,001200,유진투자증권,001200,4c807127b0774d838ea8799a955838e6,단테떡상이_수정,,4c807127b0774d838ea8799a955838e6,candidate_id,False,False,2026-05-14 09:39:22,2026-05-14 09:42:11,6140,6130,0.0016286644951140066,-0.0016286644951140072,251.54,0.009095006455389578,0.0032626427406199023,False,True,0.06666666666666667,ALLOW_ENTRY,WAIT_RECLAIM_VWAP,
pullback_1p5,001200,유진투자증권,001200,4c807127b0774d838ea8799a955838e6,단테떡상이_수정,,4c807127b0774d838ea8799a955838e6,candidate_id,False,False,2026-05-14 09:39:22,2026-05-14 09:42:11,6140,6130,0.0016286644951140066,-0.0016286644951140072,251.54,0.009095006455389578,0.0032626427406199023,False,True,0.06666666666666667,ALLOW_ENTRY,WAIT_RECLAIM_VWAP,
breakout_small,001200,유진투자증권,001200,4c807127b0774d838ea8799a955838e6,단테떡상이_수정,,4c807127b0774d838ea8799a955838e6,candidate_id,False,False,2026-05-14 09:39:22,2026-05-14 09:42:11,6140,6130,0.0016286644951140066,-0.0016286644951140072,251.54,0.009095006455389578,0.0032626427406199023,False,True,0.06666666666666667,ALLOW_ENTRY,WAIT_RECLAIM_VWAP,
pullback_0p5,001440,대한전선,001440,de6faf3a7c934acf9f0695876ab48888,단테떡상이_수정,,de6faf3a7c934acf9f0695876ab48888,candidate_id,False,False,2026-05-14 09:06:59,2026-05-14 09:06:59,69600,68600,0.014367816091954023,-0.014367816091954033,111.48,0.821483336897089,0.004373177842565598,False,True,0.325,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_0p8,001440,대한전선,001440,de6faf3a7c934acf9f0695876ab48888,단테떡상이_수정,,de6faf3a7c934acf9f0695876ab48888,candidate_id,False,False,2026-05-14 09:06:59,2026-05-14 09:06:59,69600,68600,0.014367816091954023,-0.014367816091954033,111.48,0.821483336897089,0.004373177842565598,False,True,0.325,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_1p0,001440,대한전선,001440,de6faf3a7c934acf9f0695876ab48888,단테떡상이_수정,,de6faf3a7c934acf9f0695876ab48888,candidate_id,False,False,2026-05-14 09:06:59,2026-05-14 09:06:59,69600,68600,0.014367816091954023,-0.014367816091954033,111.48,0.821483336897089,0.004373177842565598,False,True,0.325,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_1p5,001440,대한전선,001440,de6faf3a7c934acf9f0695876ab48888,단테떡상이_수정,,de6faf3a7c934acf9f0695876ab48888,candidate_id,False,False,2026-05-14 09:06:59,2026-05-14 09:06:59,69600,68600,0.014367816091954023,-0.014367816091954033,111.48,0.821483336897089,0.004373177842565598,False,True,0.325,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
breakout_small,001440,대한전선,001440,de6faf3a7c934acf9f0695876ab48888,단테떡상이_수정,,de6faf3a7c934acf9f0695876ab48888,candidate_id,False,False,2026-05-14 09:06:59,2026-05-14 09:06:59,69600,68600,0.014367816091954023,-0.014367816091954033,111.48,0.821483336897089,0.004373177842565598,False,True,0.325,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_0p5,001450,현대해상,001450,af1910ce91b64becae35b0059997b990,단테떡상이_수정,,af1910ce91b64becae35b0059997b990,candidate_id,False,False,2026-05-14 09:06:56,2026-05-14 09:11:27,30950,31050,-0.0032310177705977385,0.003231017770597644,500.0,0.06559554772492099,0.004830917874396135,True,True,0.15384615384615385,ALLOW_ENTRY,volume_ratio_lt_1p2,
pullback_0p8,001450,현대해상,001450,af1910ce91b64becae35b0059997b990,단테떡상이_수정,,af1910ce91b64becae35b0059997b990,candidate_id,False,False,2026-05-14 09:06:56,2026-05-14 09:11:27,30950,31050,-0.0032310177705977385,0.003231017770597644,500.0,0.06559554772492099,0.004830917874396135,True,True,0.15384615384615385,ALLOW_ENTRY,volume_ratio_lt_1p2,
pullback_1p0,001450,현대해상,001450,af1910ce91b64becae35b0059997b990,단테떡상이_수정,,af1910ce91b64becae35b0059997b990,candidate_id,False,False,2026-05-14 09:06:56,2026-05-14 09:11:27,30950,31050,-0.0032310177705977385,0.003231017770597644,500.0,0.06559554772492099,0.004830917874396135,True,True,0.15384615384615385,ALLOW_ENTRY,volume_ratio_lt_1p2,
pullback_1p5,001450,현대해상,001450,af1910ce91b64becae35b0059997b990,단테떡상이_수정,,af1910ce91b64becae35b0059997b990,candidate_id,False,False,2026-05-14 09:06:56,2026-05-14 09:11:27,30950,31050,-0.0032310177705977385,0.003231017770597644,500.0,0.06559554772492099,0.004830917874396135,True,True,0.15384615384615385,ALLOW_ENTRY,volume_ratio_lt_1p2,
breakout_small,001450,현대해상,001450,af1910ce91b64becae35b0059997b990,단테떡상이_수정,,af1910ce91b64becae35b0059997b990,candidate_id,False,False,2026-05-14 09:06:56,2026-05-14 09:11:27,30950,31050,-0.0032310177705977385,0.003231017770597644,500.0,0.06559554772492099,0.004830917874396135,True,True,0.15384615384615385,ALLOW_ENTRY,volume_ratio_lt_1p2,
pullback_0p5,001510,SK증권,001510,7c66190b97534f149cebd39d4e90ccb4,단테떡상이_수정,,7c66190b97534f149cebd39d4e90ccb4,candidate_id,False,False,2026-05-14 09:19:18,2026-05-14 09:19:18,4590,4425,0.03594771241830065,-0.03594771241830064,110.08,0.5805482574607546,0.003389830508474576,False,False,0.9333333333333333,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_0p8,001510,SK증권,001510,7c66190b97534f149cebd39d4e90ccb4,단테떡상이_수정,,7c66190b97534f149cebd39d4e90ccb4,candidate_id,False,False,2026-05-14 09:19:18,2026-05-14 09:19:18,4590,4425,0.03594771241830065,-0.03594771241830064,110.08,0.5805482574607546,0.003389830508474576,False,False,0.9333333333333333,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_1p0,001510,SK증권,001510,7c66190b97534f149cebd39d4e90ccb4,단테떡상이_수정,,7c66190b97534f149cebd39d4e90ccb4,candidate_id,False,False,2026-05-14 09:19:18,2026-05-14 09:19:18,4590,4425,0.03594771241830065,-0.03594771241830064,110.08,0.5805482574607546,0.003389830508474576,False,False,0.9333333333333333,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_1p5,001510,SK증권,001510,7c66190b97534f149cebd39d4e90ccb4,단테떡상이_수정,,7c66190b97534f149cebd39d4e90ccb4,candidate_id,False,False,2026-05-14 09:19:18,2026-05-14 09:19:18,4590,4425,0.03594771241830065,-0.03594771241830064,110.08,0.5805482574607546,0.003389830508474576,False,False,0.9333333333333333,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
breakout_small,001510,SK증권,001510,7c66190b97534f149cebd39d4e90ccb4,단테떡상이_수정,,7c66190b97534f149cebd39d4e90ccb4,candidate_id,False,False,2026-05-14 09:19:18,2026-05-14 09:19:18,4590,4425,0.03594771241830065,-0.03594771241830064,110.08,0.5805482574607546,0.003389830508474576,False,False,0.9333333333333333,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_0p5,001740,SK네트웍스,001740,7662c20dace34698b55fe16f8d607d05;b08e8fd6ff3147ec9f6c3d3f1ca1ba81,단테떡상이_수정,,7662c20dace34698b55fe16f8d607d05;b08e8fd6ff3147ec9f6c3d3f1ca1ba81,candidate_id,False,False,2026-05-14 09:03:17,2026-05-14 10:05:02,6590,6500,0.013657056145675266,-0.01365705614567525,111.51,0.17245864075664857,0.004615384615384616,False,True,0.3548387096774194,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_0p8,001740,SK네트웍스,001740,7662c20dace34698b55fe16f8d607d05;b08e8fd6ff3147ec9f6c3d3f1ca1ba81,단테떡상이_수정,,7662c20dace34698b55fe16f8d607d05;b08e8fd6ff3147ec9f6c3d3f1ca1ba81,candidate_id,False,False,2026-05-14 09:03:17,2026-05-14 10:05:02,6590,6500,0.013657056145675266,-0.01365705614567525,111.51,0.17245864075664857,0.004615384615384616,False,True,0.3548387096774194,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_1p0,001740,SK네트웍스,001740,7662c20dace34698b55fe16f8d607d05;b08e8fd6ff3147ec9f6c3d3f1ca1ba81,단테떡상이_수정,,7662c20dace34698b55fe16f8d607d05;b08e8fd6ff3147ec9f6c3d3f1ca1ba81,candidate_id,False,False,2026-05-14 09:03:17,2026-05-14 10:05:02,6590,6500,0.013657056145675266,-0.01365705614567525,111.51,0.17245864075664857,0.004615384615384616,False,True,0.3548387096774194,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_1p5,001740,SK네트웍스,001740,7662c20dace34698b55fe16f8d607d05;b08e8fd6ff3147ec9f6c3d3f1ca1ba81,단테떡상이_수정,,7662c20dace34698b55fe16f8d607d05;b08e8fd6ff3147ec9f6c3d3f1ca1ba81,candidate_id,False,False,2026-05-14 09:03:17,2026-05-14 10:05:02,6590,6500,0.013657056145675266,-0.01365705614567525,111.51,0.17245864075664857,0.004615384615384616,False,True,0.3548387096774194,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
breakout_small,001740,SK네트웍스,001740,7662c20dace34698b55fe16f8d607d05;b08e8fd6ff3147ec9f6c3d3f1ca1ba81,단테떡상이_수정,,7662c20dace34698b55fe16f8d607d05;b08e8fd6ff3147ec9f6c3d3f1ca1ba81,candidate_id,False,False,2026-05-14 09:03:17,2026-05-14 10:05:02,6590,6500,0.013657056145675266,-0.01365705614567525,111.51,0.17245864075664857,0.004615384615384616,False,True,0.3548387096774194,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
pullback_0p5,001790,대한제당,001790,,단테떡상이_수정,analysis_only,001790,symbol,False,False,,,,,0.0,,0.0,0.0,0.0,,,0.0,,missing_momentum_log,analysis_only_not_registered
pullback_0p8,001790,대한제당,001790,,단테떡상이_수정,analysis_only,001790,symbol,False,False,,,,,0.0,,0.0,0.0,0.0,,,0.0,,missing_momentum_log,analysis_only_not_registered
pullback_1p0,001790,대한제당,001790,,단테떡상이_수정,analysis_only,001790,symbol,False,False,,,,,0.0,,0.0,0.0,0.0,,,0.0,,missing_momentum_log,analysis_only_not_registered
pullback_1p5,001790,대한제당,001790,,단테떡상이_수정,analysis_only,001790,symbol,False,False,,,,,0.0,,0.0,0.0,0.0,,,0.0,,missing_momentum_log,analysis_only_not_registered
breakout_small,001790,대한제당,001790,,단테떡상이_수정,analysis_only,001790,symbol,False,False,,,,,0.0,,0.0,0.0,0.0,,,0.0,,missing_momentum_log,analysis_only_not_registered
pullback_0p5,001820,삼화콘덴서,001820,,단테떡상이_수정,analysis_only,001820,symbol,False,False,,,,,0.0,,0.0,0.0,0.0,,,0.0,,missing_momentum_log,analysis_only_not_registered
pullback_0p8,001820,삼화콘덴서,001820,,단테떡상이_수정,analysis_only,001820,symbol,False,False,,,,,0.0,,0.0,0.0,0.0,,,0.0,,missing_momentum_log,analysis_only_not_registered
pullback_1p0,001820,삼화콘덴서,001820,,단테떡상이_수정,analysis_only,001820,symbol,False,False,,,,,0.0,,0.0,0.0,0.0,,,0.0,,missing_momentum_log,analysis_only_not_registered
pullback_1p5,001820,삼화콘덴서,001820,,단테떡상이_수정,analysis_only,001820,symbol,False,False,,,,,0.0,,0.0,0.0,0.0,,,0.0,,missing_momentum_log,analysis_only_not_registered
breakout_small,001820,삼화콘덴서,001820,,단테떡상이_수정,analysis_only,001820,symbol,False,False,,,,,0.0,,0.0,0.0,0.0,,,0.0,,missing_momentum_log,analysis_only_not_registered
pullback_0p5,002900,TYM,002900,0f2a9e467dd24094b3963ed8b2ebcb92,단테떡상이_수정,trading,0f2a9e467dd24094b3963ed8b2ebcb92,candidate_id,False,False,2026-05-14 13:06:19,2026-05-14 13:06:19,8700,8690,0.0011494252873563218,-0.0011494252873562871,113.15,0.00021499297291486676,0.0011507479861910242,False,True,0.2,ALLOW_ENTRY,BLOCK_BELOW_VWAP_WEAK_FLOW,
