theme_name,code,role,name,market,first_detected_at,last_detected_at,detected_count,condition_names
,080580,,오킨스전자,KOSDAQ,2026-05-19 14:07:54,2026-05-19 14:24:49,14,단테떡상이;단테떡상이_수정
,083500,,에프엔에스테크,KOSDAQ,2026-05-19 14:18:57,2026-05-19 14:20:40,6,단테떡상이_수정
,084650,,랩지노믹스,,2026-05-19 11:20:34,2026-05-19 11:20:34,3,단테떡상이;단테떡상이_수정
,085660,,차바이오텍,,2026-05-19 14:29:47,2026-05-19 14:29:47,1,단테떡상이_수정
,086960,,MDS테크,KOSDAQ,2026-05-19 10:12:50,2026-05-19 10:15:33,5,단테떡상이;단테떡상이_수정
,087010,,펩트론,,2026-05-19 14:31:31,2026-05-19 14:31:31,1,단테떡상이_수정
,087260,,모바일어플라이언스,,2026-05-19 14:38:51,2026-05-19 14:39:59,5,단테떡상이_수정
,088350,,한화생명,KOSPI,2026-05-19 09:02:47,2026-05-19 09:06:14,16,단테떡상이;단테떡상이_수정
,089010,,켐트로닉스,KOSDAQ,2026-05-19 09:34:08,2026-05-19 09:34:56,3,단테떡상이_수정
,092300,,현우산업,,2026-05-19 14:42:50,2026-05-19 14:42:50,1,단테떡상이_수정
,095610,,테스,,2026-05-19 14:44:22,2026-05-19 14:44:54,2,단테떡상이_수정
,096530,,씨젠,,2026-05-19 10:39:25,2026-05-19 10:39:55,3,단테떡상이_수정
,100790,,미래에셋벤처투자,KOSDAQ,2026-05-19 09:14:12,2026-05-19 09:14:12,3,단테떡상이;단테떡상이_수정
,103140,,풍산,,2026-05-19 14:29:51,2026-05-19 14:29:56,2,단테떡상이_수정
,114450,,그린생명과학,,2026-05-19 11:32:43,2026-05-19 11:37:45,5,단테떡상이_수정
,115180,,큐리언트,,2026-05-19 14:29:45,2026-05-19 14:29:58,5,단테떡상이;단테떡상이_수정
,122870,,와이지엔터테인먼트,,2026-05-19 14:43:51,2026-05-19 14:44:07,4,단테떡상이_수정
,123860,,아나패스,KOSDAQ,2026-05-19 09:08:21,2026-05-19 14:40:24,5,단테떡상이;단테떡상이_수정
,138040,,메리츠금융지주,KOSPI,2026-05-19 13:07:33,2026-05-19 13:07:33,2,단테떡상이_수정
,142280,,녹십자엠에스,,2026-05-19 11:12:18,2026-05-19 11:17:02,6,단테떡상이;단테떡상이_수정
,147760,,피엠티,,2026-05-19 14:29:14,2026-05-19 14:29:14,1,단테떡상이_수정
,168360,,펨트론,KOSDAQ,2026-05-19 14:12:32,2026-05-19 14:28:00,4,단테떡상이_수정
,174900,,앱클론,KOSDAQ,2026-05-19 12:59:46,2026-05-19 14:14:42,3,단테떡상이_수정
,178320,,서진시스템,KOSDAQ,2026-05-19 09:00:52,2026-05-19 09:00:52,2,단테떡상이_수정
,187790,,나노,,2026-05-19 14:34:47,2026-05-19 14:39:19,2,단테떡상이_수정
,187870,,디바이스,KOSDAQ,2026-05-19 13:05:48,2026-05-19 13:05:48,3,단테떡상이;단테떡상이_수정
,196170,,알테오젠,KOSDAQ,2026-05-19 09:01:56,2026-05-19 09:06:17,5,단테떡상이;단테떡상이_수정
,199800,,툴젠,KOSDAQ,2026-05-19 13:07:37,2026-05-19 13:09:31,4,단테떡상이_수정
,217590,,티엠씨,,2026-05-19 09:07:45,2026-05-19 09:07:45,2,단테떡상이
,218410,,RFHIC,KOSDAQ,2026-05-19 09:08:18,2026-05-19 09:08:18,3,단테떡상이;단테떡상이_수정
,223250,,드림씨아이에스,KOSDAQ,2026-05-19 09:02:09,2026-05-19 09:22:59,18,단테떡상이_수정
,226950,,올릭스,KOSDAQ,2026-05-19 09:23:05,2026-05-19 12:59:34,3,단테떡상이_수정
,240550,,동방메디컬,KOSDAQ,2026-05-19 13:54:39,2026-05-19 13:54:39,2,단테떡상이_수정
,243070,,휴온스,KOSDAQ,2026-05-19 09:03:47,2026-05-19 09:04:59,8,단테떡상이;단테떡상이_수정
,247540,,에코프로비엠,KOSDAQ,2026-05-19 09:12:26,2026-05-19 09:12:26,2,단테떡상이_수정
,253840,,수젠텍,,2026-05-19 11:12:21,2026-05-19 12:08:57,24,단테떡상이;단테떡상이_수정
,257720,,실리콘투,KOSDAQ,2026-05-19 09:07:33,2026-05-19 09:07:34,3,단테떡상이;단테떡상이_수정
,272210,,한화시스템,KOSPI,2026-05-19 09:03:21,2026-05-19 09:06:56,5,단테떡상이;단테떡상이_수정
,274090,,켄코아에어로스페이스,KOSDAQ,2026-05-19 09:00:31,2026-05-19 09:08:38,17,단테떡상이;단테떡상이_수정
,290660,,다이나믹솔루션,,2026-05-19 14:23:57,2026-05-19 14:27:55,3,단테떡상이_수정
,302440,,SK바이오사이언스,,2026-05-19 11:34:29,2026-05-19 11:39:45,3,단테떡상이_수정
,321260,,프로이천,,2026-05-19 14:41:50,2026-05-19 14:43:03,10,단테떡상이_수정
,321370,,센서뷰,KOSDAQ,2026-05-19 09:00:47,2026-05-19 09:09:40,16,단테떡상이_수정
,323280,,태성,KOSDAQ,2026-05-19 12:28:27,2026-05-19 14:07:21,19,단테떡상이;단테떡상이_수정
,347850,,디앤디파마텍,KOSDAQ,2026-05-19 09:08:48,2026-05-19 09:08:48,3,단테떡상이;단테떡상이_수정
,352820,,하이브,,2026-05-19 14:43:00,2026-05-19 14:44:50,7,단테떡상이_수정
,355150,,코스텍시스,KOSDAQ,2026-05-19 09:22:21,2026-05-19 09:22:45,8,단테떡상이_수정
,356680,,엑스게이트,KOSDAQ,2026-05-19 09:00:33,2026-05-19 09:06:44,3,단테떡상이_수정
,357880,,SKAI,,2026-05-19 12:23:51,2026-05-19 12:24:38,3,단테떡상이_수정
,383800,,LX홀딩스,KOSPI,2026-05-19 09:47:15,2026-05-19 09:50:00,9,단테떡상이_수정
,388790,,라이콤,KOSDAQ,2026-05-19 13:39:45,2026-05-19 13:39:45,2,단테떡상이_수정
,389470,,인벤티지랩,,2026-05-19 14:28:18,2026-05-19 14:29:53,3,단테떡상이_수정
,417200,,LS머트리얼즈,KOSDAQ,2026-05-19 09:08:30,2026-05-19 09:08:30,2,단테떡상이_수정
,417840,,저스템,KOSDAQ,2026-05-19 09:11:57,2026-05-19 09:13:08,4,단테떡상이;단테떡상이_수정
,418550,,제이오,,2026-05-19 14:45:38,2026-05-19 14:45:38,1,단테떡상이_수정
,439960,,코스모로보틱스,KOSDAQ,2026-05-19 10:01:05,2026-05-19 10:14:30,9,단테떡상이_수정
,440110,,파두,KOSDAQ,2026-05-19 09:02:16,2026-05-19 09:06:27,5,단테떡상이;단테떡상이_수정
,443060,,HD현대마린솔루션,KOSPI,2026-05-19 09:47:18,2026-05-19 09:49:18,11,단테떡상이_수정
,446540,,메가터치,KOSDAQ,2026-05-19 11:08:55,2026-05-19 14:43:58,17,단테떡상이;단테떡상이_수정
,452260,,한화갤러리아,KOSPI,2026-05-19 09:19:46,2026-05-19 09:20:58,5,단테떡상이_수정
,452280,,한선엔지니어링,,2026-05-19 10:59:44,2026-05-19 11:04:16,2,단테떡상이_수정
,456010,,아이씨티케이,KOSDAQ,2026-05-19 09:07:36,2026-05-19 09:09:34,9,단테떡상이_수정
,458870,,씨어스,,2026-05-19 14:29:42,2026-05-19 14:29:42,1,단테떡상이_수정
,468530,,프로티나,KOSDAQ,2026-05-19 14:09:54,2026-05-19 14:12:11,6,단테떡상이_수정
,478340,,나라스페이스테크놀로지,KOSDAQ,2026-05-19 09:02:23,2026-05-19 09:06:24,9,단테떡상이;단테떡상이_수정
,487580,,폴레드,KOSDAQ,2026-05-19 09:05:55,2026-05-19 09:06:39,8,단테떡상이_수정
,488280,,에스투더블유,KOSDAQ,2026-05-19 09:33:47,2026-05-19 09:49:04,4,단테떡상이_수정
,900300,,오가닉티코스메틱,,2026-05-19 12:10:39,2026-05-19 12:14:52,27,단테떡상이;단테떡상이_수정
