mode,symbol,symbol_name,condition_name,strategy_name,candidate_id,candidate_role,source_event,candidate_lifecycle,join_quality,detected_at,capture_price,current_price,traded,final_decision,final_reason,blocked_by,reason_code,decision_trace,entry_time,exit_time,entry_reason,exit_reason,exit_reason_code,exit_type,stop_reason,exit_policy_source,sell_retry_count,unfilled_exit_qty,sell_order_result,exit_order_no,exit_decision_trace,entry_price,exit_price,realized_pnl,realized_pnl_pct,close_price,return_to_close_pct,high_after_signal,low_after_signal,mfe_pct,mae_pct,time_to_high_min,time_to_low_min,return_after_5m,return_after_10m,return_after_30m,return_after_60m,volume_ratio,turnover_speed_per_min,turnover_rank_sector,trade_strength,spread_rate,vwap,prior_high,prior_high_source,chase_risk_score,high_distance_pct,upper_wick_ratio,candle_cache_available,market_data_available,orderbook_available,one_min_reversal,entry_type,position_size_multiplier,market_regime,market_gate_action,market_gate_reason,sector_regime,sector_gate_action,sector_gate_reason,theme_regime,theme_gate_action,theme_gate_reason,time_policy_reason,time_policy_source,order_guard_reason,data_quality,missed_opportunity,review_category
live,036930,주성엔지니어링,단테떡상이,퀀트조건식,c01591674bd84264831028267ecbcc45,analysis_only,condition_detected,expired;refreshed;registered,exact_candidate_id,2026-05-18 09:00:19,153300.0,160900.0,False,BLOCKED,Momentum decision is not BUY: BLOCK_CHASE chase distance too high 4.96% > 4.00%,momentum,FINAL_MOMENTUM_BLOCK_CHASE_DISTANCE,"{""blocked_by"":""momentum"",""blocked_live_breakout_probe"":false,""entry_type"":"""",""final_reason"":""Momentum decision is not BUY: BLOCK_CHASE chase distance too high 4.96% > 4.00%"",""legacy_decision"":{""reason"":""pullback too deep 3.01% > 3.00%"",""reason_code"":""SAFE_PULLBACK_FROM_HIGH_TOO_DEEP"",""status"":""wait""},""legacy_filter_enabled"":true,""live_block_reason_code"":"""",""live_blocked_by"":"""",""momentum_decision"":{""action"":""BLOCK_CHASE"",""chase_risk_score"":100.0,""reason"":""chase distance too high 4.96% > 4.00%"",""reason_code"":""BLOCK_CHASE_DISTANCE""},""paper_only_breakout_probe"":false,""paper_only_strategy"":false,""position_size_multiplier"":0.0,""prior_high_source"":""candle"",""pullback_dry_run"":{""0.0050"":{""passes"":true,""trigger_price"":152533},""0.0080"":{""passes"":true,""trigger_price"":152073},""0.0100"":{""passes"":true,""trigger_price"":151767},""0.0150"":{""passes"":true,""trigger_price"":151000}},""pullback_pct"":0.030138637733574444,""reason_code"":""FINAL_MOMENTUM_BLOCK_CHASE_DISTANCE"",""strategy_version"":""quant_first_pullback_v1"",""turnover_rank_sector"":0}",,,,,,,,,,,,,,,,,,182200.0,0.1885192433137639,182200.0,150200.0,0.1885192433137639,-0.02022178734507507,88.0,0.0,0.037834311806914656,0.037834311806914656,0.12915851272015666,0.16960208741030658,1.5669946732512219,8843064000.0,0.0,118.53,0.0018645121193287756,159620.28806750957,165900.0,candle,100.0,0.04957599478147423,0.3184713375796178,True,True,True,True,,0.0,,,,,,,,,,ALLOW_ENTRY,,,ok,True,BAD_BLOCK_CHASE
live,036930,주성엔지니어링,단테떡상이_수정,퀀트조건식,c01591674bd84264831028267ecbcc45,trading,condition_detected,expired;refreshed;registered,exact_candidate_id;fallback_symbol_time,2026-05-18 09:00:19,153300.0,160900.0,False,BLOCKED,Momentum decision is not BUY: BLOCK_CHASE chase distance too high 4.96% > 4.00%,momentum,FINAL_MOMENTUM_BLOCK_CHASE_DISTANCE,"{""blocked_by"":""momentum"",""blocked_live_breakout_probe"":false,""entry_type"":"""",""final_reason"":""Momentum decision is not BUY: BLOCK_CHASE chase distance too high 4.96% > 4.00%"",""legacy_decision"":{""reason"":""pullback too deep 3.01% > 3.00%"",""reason_code"":""SAFE_PULLBACK_FROM_HIGH_TOO_DEEP"",""status"":""wait""},""legacy_filter_enabled"":true,""live_block_reason_code"":"""",""live_blocked_by"":"""",""momentum_decision"":{""action"":""BLOCK_CHASE"",""chase_risk_score"":100.0,""reason"":""chase distance too high 4.96% > 4.00%"",""reason_code"":""BLOCK_CHASE_DISTANCE""},""paper_only_breakout_probe"":false,""paper_only_strategy"":false,""position_size_multiplier"":0.0,""prior_high_source"":""candle"",""pullback_dry_run"":{""0.0050"":{""passes"":true,""trigger_price"":152533},""0.0080"":{""passes"":true,""trigger_price"":152073},""0.0100"":{""passes"":true,""trigger_price"":151767},""0.0150"":{""passes"":true,""trigger_price"":151000}},""pullback_pct"":0.030138637733574444,""reason_code"":""FINAL_MOMENTUM_BLOCK_CHASE_DISTANCE"",""strategy_version"":""quant_first_pullback_v1"",""turnover_rank_sector"":0}",,,,,,,,,,,,,,,,,,182200.0,0.1885192433137639,182200.0,150200.0,0.1885192433137639,-0.02022178734507507,88.0,0.0,0.037834311806914656,0.037834311806914656,0.12915851272015666,0.16960208741030658,1.5669946732512219,8843064000.0,0.0,118.53,0.0018645121193287756,159620.28806750957,165900.0,candle,100.0,0.04957599478147423,0.3184713375796178,True,True,True,True,,0.0,,,,,,,,,,ALLOW_ENTRY,evaluate_time_filter,,ok,True,BAD_BLOCK_CHASE
live,088350,한화생명,단테떡상이_수정,퀀트조건식,4c2ba0c6dfc947fc90c8b432b3b9fd66,trading,condition_detected,expired;refreshed;registered,exact_candidate_id;fallback_symbol_time,2026-05-18 09:00:33,5550.0,5130.0,False,WAIT,Momentum decision is not BUY: WAIT_PULLBACK leader score wait 60.7 < 65.0,momentum,FINAL_MOMENTUM_WAIT_LEADER_SCORE,"{""blocked_by"":""momentum"",""blocked_live_breakout_probe"":false,""entry_type"":"""",""final_reason"":""Momentum decision is not BUY: WAIT_PULLBACK leader score wait 60.7 < 65.0"",""legacy_decision"":{""reason"":""high since capture not extended enough 0.18% < 0.30%"",""reason_code"":""SAFE_NO_HIGH_SINCE_CAPTURE"",""status"":""wait""},""legacy_filter_enabled"":true,""live_block_reason_code"":"""",""live_blocked_by"":"""",""momentum_decision"":{""action"":""WAIT_PULLBACK"",""chase_risk_score"":100.0,""reason"":""leader score wait 60.7 < 65.0"",""reason_code"":""WAIT_LEADER_SCORE""},""paper_only_breakout_probe"":false,""paper_only_strategy"":false,""position_size_multiplier"":0.0,""prior_high_source"":""candle"",""pullback_dry_run"":{""0.0050"":{""passes"":true,""trigger_price"":5522},""0.0080"":{""passes"":true,""trigger_price"":5505},""0.0100"":{""passes"":true,""trigger_price"":5494},""0.0150"":{""passes"":true,""trigger_price"":5466}},""pullback_pct"":0.07733812949640288,""reason_code"":""FINAL_MOMENTUM_WAIT_LEADER_SCORE"",""strategy_version"":""quant_first_pullback_v1"",""turnover_rank_sector"":0}",,,,,,,,,,,,,,,,,,5670.0,0.021621621621621623,5810.0,5060.0,0.04684684684684681,-0.08828828828828827,315.0,17.0,-0.052252252252252274,-0.06846846846846844,-0.07027027027027022,-0.01621621621621616,0.9783093248130982,405956787.6144621,0.0,60.25,0.001949317738791423,5266.256389880478,5560.0,candle,100.0,0.0,0.9347826086956522,True,True,True,False,,0.0,,,,,,,,,,ALLOW_ENTRY,evaluate_time_filter,,ok,False,GOOD_REJECT
live,088350,한화생명,단테떡상이_수정,퀀트조건식,4c2ba0c6dfc947fc90c8b432b3b9fd66,trading,condition_detected,expired;refreshed;registered,exact_candidate_id;fallback_symbol_time,2026-05-18 09:00:36,5550.0,5130.0,False,WAIT,Momentum decision is not BUY: WAIT_PULLBACK leader score wait 60.7 < 65.0,momentum,FINAL_MOMENTUM_WAIT_LEADER_SCORE,"{""blocked_by"":""momentum"",""blocked_live_breakout_probe"":false,""entry_type"":"""",""final_reason"":""Momentum decision is not BUY: WAIT_PULLBACK leader score wait 60.7 < 65.0"",""legacy_decision"":{""reason"":""high since capture not extended enough 0.18% < 0.30%"",""reason_code"":""SAFE_NO_HIGH_SINCE_CAPTURE"",""status"":""wait""},""legacy_filter_enabled"":true,""live_block_reason_code"":"""",""live_blocked_by"":"""",""momentum_decision"":{""action"":""WAIT_PULLBACK"",""chase_risk_score"":100.0,""reason"":""leader score wait 60.7 < 65.0"",""reason_code"":""WAIT_LEADER_SCORE""},""paper_only_breakout_probe"":false,""paper_only_strategy"":false,""position_size_multiplier"":0.0,""prior_high_source"":""candle"",""pullback_dry_run"":{""0.0050"":{""passes"":true,""trigger_price"":5522},""0.0080"":{""passes"":true,""trigger_price"":5505},""0.0100"":{""passes"":true,""trigger_price"":5494},""0.0150"":{""passes"":true,""trigger_price"":5466}},""pullback_pct"":0.07733812949640288,""reason_code"":""FINAL_MOMENTUM_WAIT_LEADER_SCORE"",""strategy_version"":""quant_first_pullback_v1"",""turnover_rank_sector"":0}",,,,,,,,,,,,,,,,,,5670.0,0.021621621621621623,5810.0,5060.0,0.04684684684684681,-0.08828828828828827,315.0,17.0,-0.052252252252252274,-0.06846846846846844,-0.07027027027027022,-0.01621621621621616,0.9783093248130982,405956787.6144621,0.0,60.25,0.001949317738791423,5266.256389880478,5560.0,candle,100.0,0.0,0.9347826086956522,True,True,True,False,,0.0,,,,,,,,,,ALLOW_ENTRY,evaluate_time_filter,,ok,False,GOOD_REJECT
live,001450,현대해상,단테떡상이,퀀트조건식,39040834f32347e28dc7f41f62e3722a,analysis_only,condition_detected,expired;refreshed;registered,exact_candidate_id,2026-05-18 09:00:37,35300.0,36700.0,False,BLOCKED,Momentum decision is not BUY: BLOCK_CHASE signal candle range too large 5.59% > 4.00%,momentum,FINAL_MOMENTUM_BLOCK_SIGNAL_CANDLE_RANGE,"{""blocked_by"":""momentum"",""blocked_live_breakout_probe"":false,""entry_type"":"""",""final_reason"":""Momentum decision is not BUY: BLOCK_CHASE signal candle range too large 5.59% > 4.00%"",""legacy_decision"":{""reason"":""pullback shallow 0.14% < 1.50%"",""reason_code"":""SAFE_PULLBACK_FROM_HIGH_SHALLOW"",""status"":""wait""},""legacy_filter_enabled"":true,""live_block_reason_code"":"""",""live_blocked_by"":"""",""momentum_decision"":{""action"":""BLOCK_CHASE"",""chase_risk_score"":96.27639596748574,""reason"":""signal candle range too large 5.59% > 4.00%"",""reason_code"":""BLOCK_SIGNAL_CANDLE_RANGE""},""paper_only_breakout_probe"":false,""paper_only_strategy"":false,""position_size_multiplier"":0.0,""prior_high_source"":""candle"",""pullback_dry_run"":{""0.0050"":{""passes"":false,""trigger_price"":35123},""0.0080"":{""passes"":false,""trigger_price"":35017},""0.0100"":{""passes"":false,""trigger_price"":34947},""0.0150"":{""passes"":false,""trigger_price"":34770}},""pullback_pct"":0.0013605442176870747,""reason_code"":""FINAL_MOMENTUM_BLOCK_SIGNAL_CANDLE_RANGE"",""strategy_version"":""quant_first_pullback_v1"",""turnover_rank_sector"":0}",,,,,,,,,,,,,,,,,,38350.0,0.08640226628895187,39500.0,34700.0,0.11898016997167149,-0.016997167138810165,260.0,0.0,0.03682719546742219,0.02974504249291776,0.028328611898017053,0.04532577903682711,1.5974734178946288,3813336269.8241053,0.0,176.51,0.0013623978201634877,36159.09707422972,36750.0,candle,96.27639596748574,0.03966005665722383,0.024390243902439025,True,True,True,True,,0.0,,,,,,,,,,ALLOW_ENTRY,,,ok,True,MISSED_OPPORTUNITY
live,001450,현대해상,단테떡상이_수정,퀀트조건식,39040834f32347e28dc7f41f62e3722a,trading,condition_detected,expired;refreshed;registered,exact_candidate_id;fallback_symbol_time,2026-05-18 09:00:37,35300.0,36700.0,False,BLOCKED,Momentum decision is not BUY: BLOCK_CHASE signal candle range too large 5.59% > 4.00%,momentum,FINAL_MOMENTUM_BLOCK_SIGNAL_CANDLE_RANGE,"{""blocked_by"":""momentum"",""blocked_live_breakout_probe"":false,""entry_type"":"""",""final_reason"":""Momentum decision is not BUY: BLOCK_CHASE signal candle range too large 5.59% > 4.00%"",""legacy_decision"":{""reason"":""pullback shallow 0.14% < 1.50%"",""reason_code"":""SAFE_PULLBACK_FROM_HIGH_SHALLOW"",""status"":""wait""},""legacy_filter_enabled"":true,""live_block_reason_code"":"""",""live_blocked_by"":"""",""momentum_decision"":{""action"":""BLOCK_CHASE"",""chase_risk_score"":96.27639596748574,""reason"":""signal candle range too large 5.59% > 4.00%"",""reason_code"":""BLOCK_SIGNAL_CANDLE_RANGE""},""paper_only_breakout_probe"":false,""paper_only_strategy"":false,""position_size_multiplier"":0.0,""prior_high_source"":""candle"",""pullback_dry_run"":{""0.0050"":{""passes"":false,""trigger_price"":35123},""0.0080"":{""passes"":false,""trigger_price"":35017},""0.0100"":{""passes"":false,""trigger_price"":34947},""0.0150"":{""passes"":false,""trigger_price"":34770}},""pullback_pct"":0.0013605442176870747,""reason_code"":""FINAL_MOMENTUM_BLOCK_SIGNAL_CANDLE_RANGE"",""strategy_version"":""quant_first_pullback_v1"",""turnover_rank_sector"":0}",,,,,,,,,,,,,,,,,,38350.0,0.08640226628895187,39500.0,34700.0,0.11898016997167149,-0.016997167138810165,260.0,0.0,0.03682719546742219,0.02974504249291776,0.028328611898017053,0.04532577903682711,1.5974734178946288,3813336269.8241053,0.0,176.51,0.0013623978201634877,36159.09707422972,36750.0,candle,96.27639596748574,0.03966005665722383,0.024390243902439025,True,True,True,True,,0.0,,,,,,,,,,ALLOW_ENTRY,evaluate_time_filter,,ok,True,MISSED_OPPORTUNITY
live,088350,한화생명,단테떡상이_수정,퀀트조건식,4c2ba0c6dfc947fc90c8b432b3b9fd66,trading,condition_detected,expired;refreshed;registered,exact_candidate_id;fallback_symbol_time,2026-05-18 09:00:38,5550.0,5130.0,False,WAIT,Momentum decision is not BUY: WAIT_PULLBACK leader score wait 60.7 < 65.0,momentum,FINAL_MOMENTUM_WAIT_LEADER_SCORE,"{""blocked_by"":""momentum"",""blocked_live_breakout_probe"":false,""entry_type"":"""",""final_reason"":""Momentum decision is not BUY: WAIT_PULLBACK leader score wait 60.7 < 65.0"",""legacy_decision"":{""reason"":""high since capture not extended enough 0.18% < 0.30%"",""reason_code"":""SAFE_NO_HIGH_SINCE_CAPTURE"",""status"":""wait""},""legacy_filter_enabled"":true,""live_block_reason_code"":"""",""live_blocked_by"":"""",""momentum_decision"":{""action"":""WAIT_PULLBACK"",""chase_risk_score"":100.0,""reason"":""leader score wait 60.7 < 65.0"",""reason_code"":""WAIT_LEADER_SCORE""},""paper_only_breakout_probe"":false,""paper_only_strategy"":false,""position_size_multiplier"":0.0,""prior_high_source"":""candle"",""pullback_dry_run"":{""0.0050"":{""passes"":true,""trigger_price"":5522},""0.0080"":{""passes"":true,""trigger_price"":5505},""0.0100"":{""passes"":true,""trigger_price"":5494},""0.0150"":{""passes"":true,""trigger_price"":5466}},""pullback_pct"":0.07733812949640288,""reason_code"":""FINAL_MOMENTUM_WAIT_LEADER_SCORE"",""strategy_version"":""quant_first_pullback_v1"",""turnover_rank_sector"":0}",,,,,,,,,,,,,,,,,,5670.0,0.021621621621621623,5810.0,5060.0,0.04684684684684681,-0.08828828828828827,315.0,17.0,-0.052252252252252274,-0.06846846846846844,-0.07027027027027022,-0.01621621621621616,0.9783093248130982,405956787.6144621,0.0,60.25,0.001949317738791423,5266.256389880478,5560.0,candle,100.0,0.0,0.9347826086956522,True,True,True,False,,0.0,,,,,,,,,,ALLOW_ENTRY,evaluate_time_filter,,ok,False,GOOD_REJECT
live,088350,한화생명,단테떡상이_수정,퀀트조건식,4c2ba0c6dfc947fc90c8b432b3b9fd66,trading,condition_detected,expired;refreshed;registered,exact_candidate_id;fallback_symbol_time,2026-05-18 09:00:51,5550.0,5130.0,False,WAIT,Momentum decision is not BUY: WAIT_PULLBACK leader score wait 60.7 < 65.0,momentum,FINAL_MOMENTUM_WAIT_LEADER_SCORE,"{""blocked_by"":""momentum"",""blocked_live_breakout_probe"":false,""entry_type"":"""",""final_reason"":""Momentum decision is not BUY: WAIT_PULLBACK leader score wait 60.7 < 65.0"",""legacy_decision"":{""reason"":""high since capture not extended enough 0.18% < 0.30%"",""reason_code"":""SAFE_NO_HIGH_SINCE_CAPTURE"",""status"":""wait""},""legacy_filter_enabled"":true,""live_block_reason_code"":"""",""live_blocked_by"":"""",""momentum_decision"":{""action"":""WAIT_PULLBACK"",""chase_risk_score"":100.0,""reason"":""leader score wait 60.7 < 65.0"",""reason_code"":""WAIT_LEADER_SCORE""},""paper_only_breakout_probe"":false,""paper_only_strategy"":false,""position_size_multiplier"":0.0,""prior_high_source"":""candle"",""pullback_dry_run"":{""0.0050"":{""passes"":true,""trigger_price"":5522},""0.0080"":{""passes"":true,""trigger_price"":5505},""0.0100"":{""passes"":true,""trigger_price"":5494},""0.0150"":{""passes"":true,""trigger_price"":5466}},""pullback_pct"":0.07733812949640288,""reason_code"":""FINAL_MOMENTUM_WAIT_LEADER_SCORE"",""strategy_version"":""quant_first_pullback_v1"",""turnover_rank_sector"":0}",,,,,,,,,,,,,,,,,,5670.0,0.021621621621621623,5810.0,5060.0,0.04684684684684681,-0.08828828828828827,315.0,17.0,-0.052252252252252274,-0.06846846846846844,-0.07027027027027022,-0.01621621621621616,0.9783093248130982,405956787.6144621,0.0,60.25,0.001949317738791423,5266.256389880478,5560.0,candle,100.0,0.0,0.9347826086956522,True,True,True,False,,0.0,,,,,,,,,,ALLOW_ENTRY,evaluate_time_filter,,ok,False,GOOD_REJECT
live,490470,세미파이브,단테떡상이_수정,퀀트조건식,bd752a7b15d44bdcbcef5a80e2a309a2,trading,condition_detected,expired;refreshed;registered,exact_candidate_id,2026-05-18 09:01:21,37250.0,36550.0,False,BLOCKED,Momentum decision is not BUY: REJECT below VWAP with weak reclaim flow current=36550 vwap=36654 strength=102.0,momentum,FINAL_MOMENTUM_BLOCK_BELOW_VWAP_WEAK_FLOW,"{""blocked_by"":""momentum"",""blocked_live_breakout_probe"":false,""entry_type"":"""",""final_reason"":""Momentum decision is not BUY: REJECT below VWAP with weak reclaim flow current=36550 vwap=36654 strength=102.0"",""legacy_decision"":{""reason"":""VWAP support/reclaim wait current=36550 vwap=36654.24"",""reason_code"":""SAFE_VWAP_SUPPORT_WAIT"",""status"":""wait""},""legacy_filter_enabled"":true,""live_block_reason_code"":"""",""live_blocked_by"":"""",""momentum_decision"":{""action"":""REJECT"",""chase_risk_score"":100.0,""reason"":""below VWAP with weak reclaim flow current=36550 vwap=36654 strength=102.0"",""reason_code"":""BLOCK_BELOW_VWAP_WEAK_FLOW""},""paper_only_breakout_probe"":false,""paper_only_strategy"":false,""position_size_multiplier"":0.0,""prior_high_source"":""candle"",""pullback_dry_run"":{""0.0050"":{""passes"":true,""trigger_price"":37063},""0.0080"":{""passes"":true,""trigger_price"":36952},""0.0100"":{""passes"":true,""trigger_price"":36877},""0.0150"":{""passes"":true,""trigger_price"":36691}},""pullback_pct"":0.02663115845539281,""reason_code"":""FINAL_MOMENTUM_BLOCK_BELOW_VWAP_WEAK_FLOW"",""strategy_version"":""quant_first_pullback_v1"",""turnover_rank_sector"":0}",,,,,,,,,,,,,,,,,,38100.0,0.02281879194630876,39700.0,35000.0,0.06577181208053684,-0.06040268456375841,148.0,14.0,-0.018791946308724827,-0.03087248322147651,-0.02281879194630876,0.00939597315436247,0.7288546720101244,226160762.2551565,0.0,101.99,0.004103967168262654,36654.23656657842,37550.0,candle,100.0,0.0,0.6060606060606061,True,True,True,False,,0.0,,,,,,,,,,ALLOW_ENTRY,,,ok,True,MISSED_OPPORTUNITY
live,490470,세미파이브,단테떡상이,퀀트조건식,bd752a7b15d44bdcbcef5a80e2a309a2,trading,condition_detected,expired;refreshed;registered,exact_candidate_id;fallback_symbol_time,2026-05-18 09:01:21,37250.0,36550.0,False,BLOCKED,Momentum decision is not BUY: REJECT below VWAP with weak reclaim flow current=36550 vwap=36654 strength=102.0,momentum,FINAL_MOMENTUM_BLOCK_BELOW_VWAP_WEAK_FLOW,"{""blocked_by"":""momentum"",""blocked_live_breakout_probe"":false,""entry_type"":"""",""final_reason"":""Momentum decision is not BUY: REJECT below VWAP with weak reclaim flow current=36550 vwap=36654 strength=102.0"",""legacy_decision"":{""reason"":""VWAP support/reclaim wait current=36550 vwap=36654.24"",""reason_code"":""SAFE_VWAP_SUPPORT_WAIT"",""status"":""wait""},""legacy_filter_enabled"":true,""live_block_reason_code"":"""",""live_blocked_by"":"""",""momentum_decision"":{""action"":""REJECT"",""chase_risk_score"":100.0,""reason"":""below VWAP with weak reclaim flow current=36550 vwap=36654 strength=102.0"",""reason_code"":""BLOCK_BELOW_VWAP_WEAK_FLOW""},""paper_only_breakout_probe"":false,""paper_only_strategy"":false,""position_size_multiplier"":0.0,""prior_high_source"":""candle"",""pullback_dry_run"":{""0.0050"":{""passes"":true,""trigger_price"":37063},""0.0080"":{""passes"":true,""trigger_price"":36952},""0.0100"":{""passes"":true,""trigger_price"":36877},""0.0150"":{""passes"":true,""trigger_price"":36691}},""pullback_pct"":0.02663115845539281,""reason_code"":""FINAL_MOMENTUM_BLOCK_BELOW_VWAP_WEAK_FLOW"",""strategy_version"":""quant_first_pullback_v1"",""turnover_rank_sector"":0}",,,,,,,,,,,,,,,,,,38100.0,0.02281879194630876,39700.0,35000.0,0.06577181208053684,-0.06040268456375841,148.0,14.0,-0.018791946308724827,-0.03087248322147651,-0.02281879194630876,0.00939597315436247,0.7288546720101244,226160762.2551565,0.0,101.99,0.004103967168262654,36654.23656657842,37550.0,candle,100.0,0.0,0.6060606060606061,True,True,True,False,,0.0,,,,,,,,,,ALLOW_ENTRY,evaluate_time_filter,,ok,True,MISSED_OPPORTUNITY
