mode,symbol,symbol_name,condition_name,strategy_name,candidate_id,source_event,candidate_lifecycle,join_quality,detected_at,capture_price,traded,final_decision,final_reason,blocked_by,reason_code,decision_trace,entry_time,exit_time,entry_price,exit_price,realized_pnl,realized_pnl_pct,close_price,return_to_close_pct,high_after_signal,low_after_signal,mfe_pct,mae_pct,time_to_high_min,time_to_low_min,return_after_5m,return_after_10m,return_after_30m,return_after_60m,volume_ratio,turnover_speed_per_min,trade_strength,spread_rate,vwap,chase_risk_score,high_distance_pct,upper_wick_ratio,time_policy_reason,order_guard_reason,data_quality,missed_opportunity,review_category
paper,204320,HL만도,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 09:58:28,,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_capture_price;missing_decision_trace;missing_market_metrics;missing_mfe_mae;partial_data,False,DATA_QUALITY_BLOCK
paper,046890,서울반도체,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:09:02,16630.0,False,,,,,{},,,,,,,17690.0,0.063740228502706,18390.0,16320.0,0.10583283223090789,-0.01864101022248943,135.0,4.0,-0.010222489476849117,-0.009019843656043247,0.022248947684906817,0.0054119061936259705,,,,,,,,,,,missing_decision_trace;missing_market_metrics;partial_data,True,MISSED_OPPORTUNITY
paper,046890,서울반도체,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:09:22,,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_capture_price;missing_decision_trace;missing_market_metrics;missing_mfe_mae;partial_data,False,DATA_QUALITY_BLOCK
paper,046890,서울반도체,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:09:27,,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_capture_price;missing_decision_trace;missing_market_metrics;missing_mfe_mae;partial_data,False,DATA_QUALITY_BLOCK
paper,046890,서울반도체,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:09:29,,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_capture_price;missing_decision_trace;missing_market_metrics;missing_mfe_mae;partial_data,False,DATA_QUALITY_BLOCK
paper,488280,에스투더블유,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:13:07,26350.0,False,,,,,{},,,,,,,29750.0,0.12903225806451624,29750.0,25400.0,0.12903225806451624,-0.03605313092979123,317.0,54.0,-0.009487666034155628,-0.011385199240986688,-0.017077798861480087,-0.030360531309297945,,,,,,,,,,,missing_decision_trace;missing_market_metrics;partial_data,True,MISSED_OPPORTUNITY
paper,488280,에스투더블유,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:13:33,,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_capture_price;missing_decision_trace;missing_market_metrics;missing_mfe_mae;partial_data,False,DATA_QUALITY_BLOCK
paper,488280,에스투더블유,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:13:34,,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_capture_price;missing_decision_trace;missing_market_metrics;missing_mfe_mae;partial_data,False,DATA_QUALITY_BLOCK
paper,147830,제룡산업,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:14:06,12000.0,False,,,,,{},,,,,,,11420.0,-0.04833333333333334,12130.0,11210.0,0.01083333333333325,-0.0658333333333333,2.0,69.0,-0.0050000000000000044,-0.0033333333333332993,-0.035833333333333384,-0.05249999999999999,,,,,,,,,,,missing_decision_trace;missing_market_metrics;partial_data,False,DATA_QUALITY_BLOCK
paper,488280,에스투더블유,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:14:14,,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_capture_price;missing_decision_trace;missing_market_metrics;missing_mfe_mae;partial_data,False,DATA_QUALITY_BLOCK
paper,488280,에스투더블유,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:14:16,,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_capture_price;missing_decision_trace;missing_market_metrics;missing_mfe_mae;partial_data,False,DATA_QUALITY_BLOCK
paper,488280,에스투더블유,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:14:17,,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_capture_price;missing_decision_trace;missing_market_metrics;missing_mfe_mae;partial_data,False,DATA_QUALITY_BLOCK
paper,488280,에스투더블유,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:14:46,,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_capture_price;missing_decision_trace;missing_market_metrics;missing_mfe_mae;partial_data,False,DATA_QUALITY_BLOCK
paper,488280,에스투더블유,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:14:52,,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_capture_price;missing_decision_trace;missing_market_metrics;missing_mfe_mae;partial_data,False,DATA_QUALITY_BLOCK
paper,196170,알테오젠,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:16:03,365000.0,False,,,,,{},,,,,,,354000.0,-0.03013698630136985,379000.0,351500.0,0.03835616438356171,-0.03698630136986303,20.0,134.0,-0.002739726027397249,-0.017808219178082174,0.024657534246575352,-0.015068493150684925,,,,,,,,,,,missing_decision_trace;missing_market_metrics;partial_data,False,DATA_QUALITY_BLOCK
paper,488280,에스투더블유,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:17:44,,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_capture_price;missing_decision_trace;missing_market_metrics;missing_mfe_mae;partial_data,False,DATA_QUALITY_BLOCK
paper,001430,세아베스틸지주,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:19:45,70400.0,False,,,,,{},,,,,,,72400.0,0.02840909090909083,75500.0,68800.0,0.07244318181818188,-0.022727272727272707,226.0,0.0,0.0,0.005681818181818121,0.026988636363636465,0.022727272727272707,,,,,,,,,,,missing_decision_trace;missing_market_metrics;partial_data,True,MISSED_OPPORTUNITY
paper,001430,세아베스틸지주,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:21:45,,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_capture_price;missing_decision_trace;missing_market_metrics;missing_mfe_mae;partial_data,False,DATA_QUALITY_BLOCK
paper,046890,서울반도체,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:22:32,,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_capture_price;missing_decision_trace;missing_market_metrics;missing_mfe_mae;partial_data,False,DATA_QUALITY_BLOCK
paper,089030,테크윙,단테떡상이,,,condition_detected,missing,missing_join,2026-05-13 10:24:47,56100.0,False,,,,,{},,,,,,,57300.0,0.021390374331550888,57500.0,54400.0,0.024955436720142554,-0.030303030303030276,291.0,50.0,0.0017825311942958333,-0.005347593582887722,-0.016042780748663055,-0.016042780748663055,,,,,,,,,,,missing_decision_trace;missing_market_metrics;partial_data,False,DATA_QUALITY_BLOCK
paper,134321,008060,대덕,,,condition_detected,missing,missing_join,2026-05-13 13:43:21,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,134321,043260,성호전자,,,condition_detected,missing,missing_join,2026-05-13 13:43:21,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,134321,110990,디아이티,,,condition_detected,missing,missing_join,2026-05-13 13:43:21,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,134321,321370,센서뷰,,,condition_detected,missing,missing_join,2026-05-13 13:43:21,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,134328,110990,디아이티,,,capture_price,missing,missing_join,2026-05-13 13:43:28,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,134953,043260,성호전자,,,condition_detected,missing,missing_join,2026-05-13 13:49:53,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135054,170030,현대공업,,,condition_detected,missing,missing_join,2026-05-13 13:50:54,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135126,092790,넥스틸,,,condition_detected,missing,missing_join,2026-05-13 13:51:26,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135214,058430,포스코스틸리온,,,condition_detected,missing,missing_join,2026-05-13 13:52:14,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135215,058430,포스코스틸리온,,,capture_price,missing,missing_join,2026-05-13 13:52:15,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135217,058430,포스코스틸리온,,,condition_detected,missing,missing_join,2026-05-13 13:52:17,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135242,131970,두산테스나,,,condition_detected,missing,missing_join,2026-05-13 13:52:42,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135253,131970,두산테스나,,,condition_detected,missing,missing_join,2026-05-13 13:52:53,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135255,131970,두산테스나,,,condition_detected,missing,missing_join,2026-05-13 13:52:55,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135256,131970,두산테스나,,,condition_detected,missing,missing_join,2026-05-13 13:52:56,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135259,131970,두산테스나,,,condition_detected,missing,missing_join,2026-05-13 13:52:59,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135322,131970,두산테스나,,,condition_detected,missing,missing_join,2026-05-13 13:53:22,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135323,131970,두산테스나,,,condition_detected,missing,missing_join,2026-05-13 13:53:23,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135329,131970,두산테스나,,,condition_detected,missing,missing_join,2026-05-13 13:53:29,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135331,131970,두산테스나,,,condition_detected,missing,missing_join,2026-05-13 13:53:31,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135332,131970,두산테스나,,,condition_detected,missing,missing_join,2026-05-13 13:53:32,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135346,092790,넥스틸,,,capture_price,missing,missing_join,2026-05-13 13:53:46,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135347,131970,두산테스나,,,condition_detected,missing,missing_join,2026-05-13 13:53:47,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135348,131970,두산테스나,,,condition_detected,missing,missing_join,2026-05-13 13:53:48,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135351,131970,두산테스나,,,condition_detected,missing,missing_join,2026-05-13 13:53:51,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135357,131970,두산테스나,,,condition_detected,missing,missing_join,2026-05-13 13:53:57,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135526,058430,포스코스틸리온,,,condition_detected,missing,missing_join,2026-05-13 13:55:26,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135529,092790,넥스틸,,,condition_detected,missing,missing_join,2026-05-13 13:55:29,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135602,058430,포스코스틸리온,,,condition_detected,missing,missing_join,2026-05-13 13:56:02,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135609,131970,두산테스나,,,condition_detected,missing,missing_join,2026-05-13 13:56:09,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135615,058430,포스코스틸리온,,,condition_detected,missing,missing_join,2026-05-13 13:56:15,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135617,058430,포스코스틸리온,,,condition_detected,missing,missing_join,2026-05-13 13:56:17,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135712,058430,포스코스틸리온,,,condition_detected,missing,missing_join,2026-05-13 13:57:12,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135838,036460,한국가스공사,,,condition_detected,missing,missing_join,2026-05-13 13:58:38,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135852,092460,한라IMS,,,condition_detected,missing,missing_join,2026-05-13 13:58:52,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135853,036460,한국가스공사,,,condition_detected,missing,missing_join,2026-05-13 13:58:53,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135859,092460,한라IMS,,,capture_price,missing,missing_join,2026-05-13 13:58:59,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135914,036460,한국가스공사,,,condition_detected,missing,missing_join,2026-05-13 13:59:14,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135917,058430,포스코스틸리온,,,condition_detected,missing,missing_join,2026-05-13 13:59:17,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135917,092790,넥스틸,,,condition_detected,missing,missing_join,2026-05-13 13:59:17,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135921,005440,현대지에프홀딩스,,,condition_detected,missing,missing_join,2026-05-13 13:59:21,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135928,005440,현대지에프홀딩스,,,capture_price,missing,missing_join,2026-05-13 13:59:28,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,135929,005440,현대지에프홀딩스,,,condition_detected,missing,missing_join,2026-05-13 13:59:29,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,140143,222040,코스맥스엔비티,,,condition_detected,missing,missing_join,2026-05-13 14:01:43,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,140145,222040,코스맥스엔비티,,,capture_price,missing,missing_join,2026-05-13 14:01:45,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,140153,092460,한라IMS,,,condition_detected,missing,missing_join,2026-05-13 14:01:53,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,140220,222040,코스맥스엔비티,,,condition_detected,missing,missing_join,2026-05-13 14:02:20,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,140434,222040,코스맥스엔비티,,,condition_detected,missing,missing_join,2026-05-13 14:04:34,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,140445,053610,프로텍,,,condition_detected,missing,missing_join,2026-05-13 14:04:45,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,140758,092460,한라IMS,,,condition_detected,missing,missing_join,2026-05-13 14:07:58,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,140817,005440,현대지에프홀딩스,,,condition_detected,missing,missing_join,2026-05-13 14:08:17,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,140821,187870,디바이스,,,condition_detected,missing,missing_join,2026-05-13 14:08:21,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
paper,140831,145720,덴티움,,,condition_detected,missing,missing_join,2026-05-13 14:08:31,76.0,False,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing_decision_trace;missing_market_metrics;missing_mfe_mae;missing_minute_bars;partial_data,False,DATA_QUALITY_BLOCK
