relaxation,paper_strategy_type,candidate_count,unique_symbol_count,missed_count,avg_mfe_pct,max_mfe_pct,avg_close_return_pct,max_close_return_pct,top_symbol,top_symbol_mfe_pct
current_time_policy_blocks,,300,65,14,0.4131037671468214,27.15,0.3317229209849605,26.55,005930,27.15
recoverable_time_policy_blocks,,28,15,14,1.0341725855422985,27.15,0.8955580706744358,26.55,005930,27.15
recoverable_time_policy_blocks_unique,,15,15,7,1.8770115883778316,27.15,1.7484493508556531,26.55,005930,27.15
09:00~09:30_only,OPENING_RECOVERY_PROBE,3,3,3,0.13852993440943032,0.19019836639439913,0.06651056736988765,0.12018669778296376,078890,0.19019836639439913
10:30~13:00_only,MIDDAY_VWAP_RECLAIM,3,2,3,0.13458689458689457,0.13777777777777778,0.03908831908831915,0.08000000000000007,142280,0.13777777777777778
14:20~close_only,CLOSING_STRENGTH,8,2,8,3.4600378787878787,27.15,3.1770596590909093,26.55,005930,27.15
recoverable_strategy_CLOSING_STRENGTH,CLOSING_STRENGTH,2,2,2,13.612878787878786,27.15,13.194034090909092,26.55,005930,27.15
recoverable_strategy_MIDDAY_VWAP_RECLAIM,MIDDAY_VWAP_RECLAIM,5,5,2,0.07504556882962107,0.13777777777777778,-0.01664677947058777,0.08000000000000007,142280,0.13777777777777778
recoverable_strategy_OPENING_RECOVERY_PROBE,OPENING_RECOVERY_PROBE,7,7,3,0.0749608096371763,0.19019836639439913,0.004936803545242031,0.12018669778296376,078890,0.19019836639439913
