symbol,symbol_name,detected_at,review_category,missed_opportunity,mfe_pct,mae_pct,return_to_close_pct,time_to_high_min,final_decision,reason_code,block_source,missed_reason_detail,recoverable,would_have_passed_if_time_policy_relaxed,would_have_passed_if_order_guard_relaxed,blocked_after_buy_ready,order_guard_rule,order_guard_recoverable,time_bucket,sector_name,primary_theme,theme_names
217590,티엠씨,2026-05-19 09:07:45,TIME_POLICY_BLOCK,False,0.022108843537415046,-0.025510204081632626,0.022108843537415046,0.0,,TIME_POLICY_ANALYSIS_ONLY,time_policy,ALLOW_CANDIDATE_CAPTURE,False,False,False,False,time_policy,False,09:00~09:30,전기/전자,,
100790,미래에셋벤처투자,2026-05-19 09:14:12,TIME_POLICY_BLOCK,False,0.02183406113537112,-0.1324599708879185,-0.11499272197962151,11.0,,TIME_POLICY_ANALYSIS_ONLY,time_policy,ALLOW_CANDIDATE_CAPTURE,False,False,False,False,time_policy,False,09:00~09:30,금융,,
064550,바이오니아,2026-05-19 12:22:27,TIME_POLICY_BLOCK,False,0.02081362346263016,-0.08041627246925265,-0.06244087038789026,60.0,,TIME_POLICY_ANALYSIS_ONLY,time_policy,ALLOW_CANDIDATE_CAPTURE,False,False,False,False,time_policy,False,10:30~13:00,제약,바이오_진단/백신,바이오_진단/백신
015760,한국전력,2026-05-19 09:00:40,TIME_POLICY_BLOCK,False,0.0205920205920207,-0.028314028314028294,0.007722007722007707,41.0,,TIME_POLICY_ANALYSIS_ONLY,time_policy,ALLOW_CANDIDATE_CAPTURE,False,False,False,False,time_policy,False,09:00~09:30,전기/가스,,
084650,랩지노믹스,2026-05-19 11:20:34,TIME_POLICY_BLOCK,False,0.016886930983847304,-0.0602055800293686,-0.0602055800293686,1.0,,TIME_POLICY_ANALYSIS_ONLY,time_policy,ALLOW_CANDIDATE_CAPTURE,False,False,False,False,time_policy,False,10:30~13:00,일반서비스,,
253840,수젠텍,2026-05-19 11:12:27,TIME_POLICY_BLOCK,False,0.014184397163120588,-0.07234042553191489,-0.05957446808510636,53.0,,TIME_POLICY_ANALYSIS_ONLY,time_policy,ALLOW_CANDIDATE_CAPTURE,False,False,False,False,time_policy,False,10:30~13:00,제약,,
047040,대우건설,2026-05-19 09:01:09,TIME_POLICY_BLOCK,False,0.01340033500837512,-0.10050251256281406,-0.0938023450586265,0.0,,TIME_POLICY_ANALYSIS_ONLY,time_policy,ALLOW_CANDIDATE_CAPTURE,False,False,False,False,time_policy,False,09:00~09:30,건설,건설_국내주택,건설_국내주택;건설_해외건설
115180,큐리언트,2026-05-19 14:29:45,TIME_POLICY_BLOCK,False,0.01132075471698113,-0.013207547169811318,0.007547169811320753,49.0,,TIME_POLICY_ANALYSIS_ONLY,time_policy,ALLOW_CANDIDATE_CAPTURE,False,False,False,False,time_policy,False,14:20~close,일반서비스,,
078600,대주전자재료,2026-05-19 09:04:28,TIME_POLICY_BLOCK,False,0.005461165048543659,-0.11225728155339809,-0.10983009708737868,2.0,,TIME_POLICY_ANALYSIS_ONLY,time_policy,ALLOW_CANDIDATE_CAPTURE,False,False,False,False,time_policy,False,09:00~09:30,전기/전자,태양광_부품/소재/장비,태양광_부품/소재/장비
078350,한양디지텍,2026-05-19 14:28:36,TIME_POLICY_BLOCK,False,0.004354136429608024,-0.018867924528301883,-0.01596516690856309,1.0,,TIME_POLICY_ANALYSIS_ONLY,time_policy,ALLOW_CANDIDATE_CAPTURE,False,False,False,False,time_policy,False,14:20~close,전기/전자,우주항공,우주항공
001040,CJ,2026-05-19 14:38:47,TIME_POLICY_BLOCK,False,0.00256191289496166,-0.017933390264730953,-0.00654711073156844,2.0,,TIME_POLICY_ANALYSIS_ONLY,time_policy,ALLOW_CANDIDATE_CAPTURE,False,False,False,False,time_policy,False,14:20~close,금융,,
021880,메이슨캐피탈,2026-05-19 09:06:39,TIME_POLICY_BLOCK,False,0.0,-0.17021276595744683,0.0,0.0,,TIME_POLICY_ANALYSIS_ONLY,time_policy,ALLOW_CANDIDATE_CAPTURE,False,False,False,False,time_policy,False,09:00~09:30,금융,,
025560,미래산업,2026-05-19 10:39:24,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,ALLOW_MANAGE_ONLY,False,False,False,False,time_policy,False,10:30~13:00,의료/정밀기기,,
096530,씨젠,2026-05-19 10:39:25,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,ALLOW_MANAGE_ONLY,False,False,False,False,time_policy,False,10:30~13:00,제약,바이오_진단/백신,바이오_진단/백신;코스닥_라이징스타;코스닥_히든챔피언
452280,한선엔지니어링,2026-05-19 10:59:44,TIME_POLICY_BLOCK,False,,,,,,TIME_POLICY_ANALYSIS_ONLY,time_policy,ALLOW_MANAGE_ONLY,False,False,False,False,time_policy,False,10:30~13:00,금속,,
